date,massif,orientation,secteur,lat_depart,lon_depart,pente,activite
11 décembre 2018 ,Haut Giffre - Aiguilles Rouges,NW,Vallée de l'Arve ,46.0211,6.6899,peut-être un petit passage à 35°,Néant. Belle poudreuse : env. 25 cm au parking et le double au sommet...
11 décembre 2018 ,Haut Giffre - Aiguilles Rouges,NW,Vallée de l'Arve ,46.0211,6.6899,peut-être un petit passage à 35°,néant
11 décembre 2018 ,Cerces - Thabor - Mont Cenis,N,"Haute Durance, Briançonnais ",45.02013,6.63411,30° maxi,"ras, il y a eu du transport de neige sur le haut de l'itinéraire"
11 décembre 2018 ,Ecrins,N,Champsaur ,44.6628,06.3179,35°,ras sur l'itinéraire
11 décembre 2018 ,Chartreuse,W,Grésivaudan ,45.29762,5.84279,30°,Des accumulations notamment en NW mais rien d'extraordinaire.
11 décembre 2018 ,Belledonne,NW,Grésivaudan ,45.3936,6.1279,Faible,RAS
10 décembre 2018 ,Chartreuse,W,Grésivaudan ,45.29762,5.84279,30°,ras
10 décembre 2018 ,Bornes - Aravis,NW,Borne-Fier ,45.90293,006.4261,30°,RAS
10 décembre 2018 ,Queyras - Alpes Cozie N,NW,Queyras ,44.71893,6.90379,passages 35°,"RAS, des accus / quelques plaques entre le col du Longet et le sommet (par la combe) méfi, un vent de furieux partout"
10 décembre 2018 ,Ecrins,E,"Haute Durance, Briançonnais ",44.8277,6.4844,30° maxi,ras
09 décembre 2018 ,Ecrins,NE,"Haute Durance, Briançonnais ",44.93265,6.588383,Faible,RAS
08 décembre 2018 ,Grandes Rousses - Arves,W,Maurienne ,45.20695,6.3376,passage à 40°,RAS. Plaqué sur la fin.
08 décembre 2018 ,Vanoise,N,Tarentaise ,45.50974,6.666727,faible,"rien vu, rien entendu"
08 décembre 2018 ,Queyras - Alpes Cozie N,SW,Embrunais ,44.5976,6.6967,40° maxi,RAS
08 décembre 2018 ,Ecrins,S,Champsaur ,44.6891,06.1663,30°,RAS
08 décembre 2018 ,Queyras - Alpes Cozie N,N,Queyras ,44.82183,6.94309,30° maxi,"deux petites plaques sont parties dans la pente raide orientée NNE sous le sommet de la Lauzière, lorsque nous sommes passés à proximité ."
08 décembre 2018 ,Haut Giffre - Aiguilles Rouges,N,Vallée de l'Arve ,46.0048,06.6903,30,RAS
08 décembre 2018 ,Alpes Grées S,N,Maurienne ,45.3738,07.0528,Court 35°,RAS ce jour mais la station a fait pas mal dynamité le secteur... et comme on ne voyait rien difficile de connaître le résultat !!!!
08 décembre 2018 ,Haut Giffre - Aiguilles Rouges,NW,Vallée de l'Arve ,46.0211,6.6899,peut-être un petit passage à 35°,Ras
07 décembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,N,Embrunais ,44.54781,6.62473,faible,"RAS, plaques dures et friables au dessus de 2500"
07 décembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,S,Ubaye ,44.53166,6.70144,40/100,Ras
07 décembre 2018 ,Ecrins,NW,"Haute Durance, Briançonnais ",44.7421,06.4896,40/45° sur 600m,Rien observé
07 décembre 2018 ,Cerces - Thabor - Mont Cenis,N,Maurienne ,45.1725,6.4981,35°,RAS
07 décembre 2018 ,Ecrins,SE,"Haute Durance, Briançonnais ",44.7588,6.5291,30° maxi,RAS
07 décembre 2018 ,Grandes Rousses - Arves,SW,Oisans ,45.0899,6.0842,Passages à 35/40°,"RAS, quelques boules sous les rochers"
07 décembre 2018 ,Queyras - Alpes Cozie N,T,Queyras ,44.79438,6.72378,40° sur 150m,RAS
06 décembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,N,Ubaye ,44.52468,6.796900,"40°/200, 35°/500",RAS
06 décembre 2018 ,Queyras - Alpes Cozie N,N,"Haute Durance, Briançonnais ",44.85518,6.72729,35° sur 200m,ras
06 décembre 2018 ,Mercantour - Alpes Maritimes Italiennes,S,Vésubie ,44.11996,7.27398,Faible,Ras.
05 décembre 2018 ,Belledonne,W,Grésivaudan ,45.12585,5.87897,Variable,RAS
05 décembre 2018 ,Vanoise,T,Maurienne ,45.2332,06.7421,Une pente à 35° sur 150m,RAS
05 décembre 2018 ,Queyras - Alpes Cozie N,N,"Haute Durance, Briançonnais ",44.85518,6.72729,37° sur 150 m,RAS
04 décembre 2018 ,Queyras - Alpes Cozie N,N,Queyras ,44.71893,6.90379,"37° sur 300m, passage à 40°",RAS mais beaucoup de vent sur les crêtes.
04 décembre 2018 ,Queyras - Alpes Cozie N,N,Queyras ,44.79438,6.72378,Passages à 30°,RAS; beaucoup de transport de neige; un manteau neigeux très hétérogène avec des accumulations qui dépassent le mètre.
04 décembre 2018 ,Queyras - Alpes Cozie N,NW,Queyras ,44.71893,6.90379,35° maxi,"Ras sur l'itinéraire , mais beaucoup de vent(O-NO) à partir de 2600m avec du transport de neige."
04 décembre 2018 ,Queyras - Alpes Cozie N,NW,Queyras ,44.69969,6.86596,35° sur 100m,RAS
04 décembre 2018 ,Queyras - Alpes Cozie N,W,Embrunais ,44.55702,6.69578,30° maxi,RAS
04 décembre 2018 ,Ecrins,SE,Champsaur ,44.6970,06.3225,Courts passages à 35°,ras sur le parcours
03 décembre 2018 ,Mercantour - Alpes Maritimes Italiennes,NE,Tinée ,44.1933,7.1322,30° max,RAS
02 décembre 2018 ,Ecrins,NE,"Haute Durance, Briançonnais ",44.9704,6.4998,pente faible,RAS
02 décembre 2018 ,Albula Alpen,S,,,,100 m à 35°,néant
02 décembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,T,,44.42186,6.898469,35°/40° sur 200m.,RAS
02 décembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,E,Embrunais ,44.60336,6.68741,38° sur 50m,Absolument rien à signaler sur le parcours.
02 décembre 2018 ,Cerdagne - Capcir - Conflent,S,,42.39527,2.075833,<30°,RAS
02 décembre 2018 ,Queyras - Alpes Cozie N,N,Queyras ,44.71893,6.90379,"37° sur 300m, passage à 40°",RAS .............................................................
02 décembre 2018 ,Queyras - Alpes Cozie N,W,"Haute Durance, Briançonnais ",44.85518,6.72729,&amp;lt;35°,RAS
02 décembre 2018 ,Queyras - Alpes Cozie N,T,"Haute Durance, Briançonnais ",44.85518,6.72729,35° couloir E - 40° couloir SW-W,"RAS, des purges de surface sur tous versants raides."
02 décembre 2018 ,Queyras - Alpes Cozie N,N,"Haute Durance, Briançonnais ",44.87161,6.63297,35°,RAS
01 décembre 2018 ,Bornes - Aravis,NW,Borne-Fier ,45.9231,06.4836,30,RAS
01 décembre 2018 ,Albula Alpen,S,,46.46955,9.71775,courts passages à 35°,"une petite plaque déclenchée ce jour par 2 skieurs en versant NO du Surgonda, néant sinon"
01 décembre 2018 ,Ecrins,NE,"Oisans Haute Durance, Briançonnais ",45.0332,6.4037,Passages à 30°,RAS
01 décembre 2018 ,Ecrins,N,"Oisans Haute Durance, Briançonnais ",45.0332,6.4037,45°/200m pass >45°,"RAS, mais ça avait pas l'air sur en face de Laurichard."
01 décembre 2018 ,Préalpes de Digne,E,Haut-Verdon ,44.29611,6.56972,20°,rien de récent malgré le vent mardi
01 décembre 2018 ,Alpes Grées N,W,Tarentaise ,45.4497,07.0098,30°,RAS
01 décembre 2018 ,Vercors,S,Vercors ,45.1182,05.6101,faible,Ras ce jour
01 décembre 2018 ,Queyras - Alpes Cozie N,NW,Queyras ,44.69759,6.85885,33° sur 200m,"RAS, des woufs entre 2750 et 2800 en versant E, sur l'arête NE des marcelettes , suite de l'arête jusqu'au sommet plaquée"
01 décembre 2018 ,Préalpes de provence,NW,,44.51854,5.93674,faible,RAS
01 décembre 2018 ,Belledonne,NE,Grésivaudan ,45.3936,6.1279,court 30,RAS et aucun départ provoqué
01 décembre 2018 ,Canigó - Catalogne Est,NW,,42.33472,1.88313,passages à 35º,RAS
01 décembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,N,Ubaye ,44.5930,06.8424,30-35°,ras
01 décembre 2018 ,Haut Giffre - Aiguilles Rouges,NE,Vallée de l'Arve ,46.00680,006.6949,30° max,RAS
01 décembre 2018 ,Belledonne,W,Grésivaudan ,45.2505,5.9930,100 m à 30°,néant
01 décembre 2018 ,Mercantour - Alpes Maritimes Italiennes,SE,Val Gesso et Vermenagna (Alpi Marittime) ,44.16592,7.551426,30° sur 100m,RAS
01 décembre 2018 ,Queyras - Alpes Cozie N,W,"Haute Durance, Briançonnais ",44.85518,6.72729,Passages > 30°,RAS
01 décembre 2018 ,Belledonne,W,Grésivaudan ,45.12585,5.87897,court 35°,ras
01 décembre 2018 ,Belledonne,N,Grésivaudan ,45.2620,6.0481,45° (vers la fin),RAS ce jour (qqs coulées sous les rochers près de la dent du Pra lié au réchauffement du soleil)
01 décembre 2018 ,Belledonne,W,Grésivaudan ,45.2505,5.9930,100 m à 30°,Rien vu ce jour.
01 décembre 2018 ,Grandes Rousses - Arves,SE,"Haute Durance, Briançonnais ",45.0423,06.4177,Faible,"RAS, même en face dans les Combeynot, au sommet desquels on devine une belle corniche..."
01 décembre 2018 ,Belledonne,E,Grésivaudan ,45.24319,5.979609,35,"ras, petite purge en pente très raide"
01 décembre 2018 ,Ecrins,NE,"Haute Durance, Briançonnais ",44.7870,06.5342,30° maxi,RAS
01 décembre 2018 ,Ecrins,N,Champsaur ,44.6628,06.3179,35°,ras sur le parcours
01 décembre 2018 ,Vercors,W,Vercors ,45.1182,05.6101,faible,RAS
01 décembre 2018 ,Ecrins,E,"Haute Durance, Briançonnais ",44.7588,6.5291,35° maxi,RAS
30 novembre 2018 ,Ecrins,E,"Haute Durance, Briançonnais ",44.8277,6.4844,30° maxi,ras
30 novembre 2018 ,Belledonne,NW,Grésivaudan ,45.3936,6.1279,Faible,RAS
29 novembre 2018 ,Queyras - Alpes Cozie N,NW,Queyras ,44.65054,6.79287,35° maxi,Rien vu.
29 novembre 2018 ,Ecrins,NE,Embrunais ,44.60694,6.33833,faible,RAS
29 novembre 2018 ,Grandes Rousses - Arves,SE,"Haute Durance, Briançonnais ",45.0423,06.4177,Faible,ras
29 novembre 2018 ,Ecrins,SE,"Haute Durance, Briançonnais ",44.7588,6.5291,30° maxi,néant
29 novembre 2018 ,Grandes Rousses - Arves,W,Oisans ,45.1280,06.0713,30° max,RAS
29 novembre 2018 ,Mercantour - Alpes Maritimes Italiennes,NE,Tinée ,44.1933,7.1322,30° max,RAS
29 novembre 2018 ,Queyras - Alpes Cozie N,W,"Haute Durance, Briançonnais ",44.85518,6.72729,Passages > 30°,rien à signaler
29 novembre 2018 ,Cerdagne - Capcir - Conflent,T,,42.55569,01.80636,30° maxi,RAS
29 novembre 2018 ,Bornes - Aravis,NW,Borne-Fier ,45.8696,06.4178,37°/150m,RAS
29 novembre 2018 ,Bornes - Aravis,NW,Borne-Fier ,45.91073,6.467213,30°-35° max,RAS
29 novembre 2018 ,Belledonne,S,Grésivaudan ,45.24319,5.979609,30° à 35° sur la fin,ras
29 novembre 2018 ,Belledonne,E,Grésivaudan ,45.2620,6.0481,19°/700 mètres (passages à 30°),ras
29 novembre 2018 ,Ecrins,N,Champsaur ,44.6628,06.3179,35°,RAS
29 novembre 2018 ,Ecrins,NE,"Haute Durance, Briançonnais ",44.8277,6.4844,faible,RAS
28 novembre 2018 ,Lauzière - Cheval Noir,S,Maurienne ,45.5387,06.3727,"37°/250m, passages à 40°",RAS
28 novembre 2018 ,Belledonne,NE,Grésivaudan ,45.24319,5.979609,45°/100m et 50°/50m,RAS
28 novembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,NE,Ubaye ,44.47228,6.723654,30° maxi,Rien observé
28 novembre 2018 ,Belledonne,W,Grésivaudan ,45.12585,5.87897,Variable,RAS
28 novembre 2018 ,Bornes - Aravis,NW,Borne-Fier ,45.88353,6.42919,30° sous le sommet,RAS
28 novembre 2018 ,Queyras - Alpes Cozie N,NW,Queyras ,44.65054,6.79287,35° maxi,ras. grosse corniche au col allongé.
28 novembre 2018 ,Queyras - Alpes Cozie N,NW,Queyras ,44.82183,6.94309,35° sur 200 m,RAS; il a peu neigé le WE dernier sur la frontière. Le vent du nord depuis hier transporte un peu de neige; quelques fines plaques en surface.
28 novembre 2018 ,Queyras - Alpes Cozie N,N,"Haute Durance, Briançonnais ",44.87161,6.63297,35°,RAS
28 novembre 2018 ,Chartreuse,W,Grésivaudan ,45.29762,5.84279,30°,Ras
28 novembre 2018 ,Belledonne,N,Grésivaudan ,45.14037,5.88762,30,ras
27 novembre 2018 ,Mercantour - Alpes Maritimes Italiennes,N,Tinée ,44.28341,6.866776,S3 à S4 au choix,ras
27 novembre 2018 ,Ecrins,E,"Haute Durance, Briançonnais ",44.8277,6.4844,30° maxi,RAS
27 novembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,N,Embrunais ,44.54781,6.62473,faible,ras
27 novembre 2018 ,Bornes - Aravis,NW,Borne-Fier ,45.91073,6.467213,30°-35° max,ras
26 novembre 2018 ,Préalpes de Digne,NE,Haut-Verdon ,44.24028,6.61639,30 max,"ras ce jour, attention aux accu sous le vent"
26 novembre 2018 ,Mercantour - Alpes Maritimes Italiennes,S,Vésubie ,44.11996,7.27398,Faible,"Rien observé, il y a eu moins de vent qu'en Tinée probablement."
26 novembre 2018 ,Queyras - Alpes Cozie N,N,Queyras ,44.82183,6.94309,30° maxi,RAS; déjà un peu de faces planes ...
26 novembre 2018 ,Mercantour - Alpes Maritimes Italiennes,SE,Val Gesso et Vermenagna (Alpi Marittime) ,44.16592,7.551426,30° sur 100m,La dernier chute de la nuit à formé de petite plaques qui partent facilement mais rien vu bougé
26 novembre 2018 ,Ecrins,E,"Haute Durance, Briançonnais ",44.8552,06.4803,30° maxi,RAS
25 novembre 2018 ,Vanoise,T,Tarentaise ,45.2954,06.5861,35° maxi ,"quelques petites plaques déjà parties en orientation NE sous la Pointe de Thorens et l'Aiguille du Bouchet, quelques wouf lors du traçage sous l'aiguille du Bouchet et sur le plateau de la Pointe Rénod, pas départ observé"
25 novembre 2018 ,Grandes Rousses - Arves,SW,Oisans ,45.0723,06.1732,S2,Ras
25 novembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,T,Ubaye ,44.53166,6.70144,"40°/45° soutenus, courts pass. > 45°",Rien observé
25 novembre 2018 ,Belledonne,W,Grésivaudan ,45.12585,5.87897,court 35°,RAS
25 novembre 2018 ,Valais W - Alpes Pennines W,NE,Valais Central ,45.9260,07.0972,43°/100m 39°/300m,anciennes plaques descendues toutes orientations.
25 novembre 2018 ,Beaufortain,NE,Beaufortain ,45.6855,06.5657,30,RAS
25 novembre 2018 ,Haut Giffre - Aiguilles Rouges,NE,Vallée de l'Arve ,46.00680,006.6949,30° max,Ras vu le peut de neige mais attention les trous.
25 novembre 2018 ,Taillefer - Matheysine,W,Matheysine et périphériques ,44.9728,05.8252,Faible,"Pas mal de vent en haut qui transporte de la neige, ça plaque un peu sous les crêtes mais rien de méchant pour l'instant"
24 novembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,NE,Ubaye ,44.47228,6.723654,35° maxi,RAS
24 novembre 2018 ,Préalpes de Digne,SE,Haut-Verdon ,44.29611,6.56972,40° à 45°,"ras en face S. De la crète, les faces N du vallon de Serrenier sont déja bien purgées (plaques)"
24 novembre 2018 ,Queyras - Alpes Cozie N,N,"Haute Durance, Briançonnais ",44.85518,6.72729,37° sur 150 m,"rien observé, car faible pente.."
24 novembre 2018 ,Belledonne,W,Grésivaudan ,45.12585,5.87897,court 35°,RAS
24 novembre 2018 ,Haut Giffre - Aiguilles Rouges,NW,Vallée de l'Arve ,46.0211,6.6899,peut-être un petit passage à 35°,ras vue le peu de neige
24 novembre 2018 ,Cerdagne - Capcir - Conflent,NW,,42.39527,2.075833,Passages à 30°,RAS
24 novembre 2018 ,Belledonne,W,Grésivaudan ,45.12585,5.87897,Variable,RAS pas ou peu d'accumulation
22 novembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,E,Ubaye ,44.53166,6.70144,35° maxi,RAS
22 novembre 2018 ,Queyras - Alpes Cozie N,N,Queyras ,44.71893,6.90379,court 35°,RAS
22 novembre 2018 ,Queyras - Alpes Cozie N,W,Queyras ,44.71893,6.90379,45° sur 300m,rien
22 novembre 2018 ,Queyras - Alpes Cozie N,NW,Queyras ,44.71893,6.90379,35° maxi,RAS. Quelques centimètres de neige se sont rajoutées hier à ce qui était tombé samedi dernier. L'ensemble est posé que une couche dure portante. La cohésion entre les deux dernières couches de neige est faible dans les pentes qui ne voient pas le soleil. Beaucoup de givre de surface...
22 novembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,NE,Ubaye ,44.53166,6.70144,30° maxi,RAS
22 novembre 2018 ,Tessin E - Adula - Grisons,N,,46.079,9.0467,32° sur 150 m,néant
19 novembre 2018 ,Cerdagne - Capcir - Conflent,T,,42.44129,02.08019,&lt;25°,ras
18 novembre 2018 ,Vercors,E,Vercors ,44.9275,5.3211,<30°,RAS!!!
18 novembre 2018 ,Mercantour - Alpes Maritimes Italiennes,T,Ubaye ,44.31188,6.739082,pass à 30°,RAS
18 novembre 2018 ,Ecrins,NE,"Oisans Haute Durance, Briançonnais ",45.0332,6.4037,40°/45° sur 250m,Rien
18 novembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,E,Embrunais ,44.57074,6.68447,Pistes bleu à noire au choix,RAS
18 novembre 2018 ,Tessin W - Conches,NE,,46.48669,8.47501,30° maxi,néant
18 novembre 2018 ,Queyras - Alpes Cozie N,W,Queyras ,44.71893,6.90379,40° sur 150m,ras
18 novembre 2018 ,Cerces - Thabor - Mont Cenis,S,"Haute Durance, Briançonnais ",44.9400,06.5887,Faible,RAS
18 novembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,NE,Embrunais ,44.57074,6.68447,40 -45° ,RAS .................................................................................
18 novembre 2018 ,Cerces - Thabor - Mont Cenis,N,Maurienne ,45.2067,6.8448,"pass. 45°, 40°/500m","une grosse plaque partie il y a plusieurs jours depuis la ligne de crête vers le Point Ign 3028m (orientation NW) et descendue jusqu'à 2500m environ. En descente, il faut d'ailleurs la contourner par la gauche."
18 novembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,N,Ubaye ,44.53166,6.70144,30° maxi,RAS  / rien de constater ... pas de corniches aussi importantes que sur autres secteurs
18 novembre 2018 ,Cerces - Thabor - Mont Cenis,W,Maurienne ,45.1704,06.6515,35° Maxi ,ras
18 novembre 2018 ,Vanoise,W,Tarentaise ,45.2954,06.5861,"40°, 45°/200m, 50°/2x50m",RAS
18 novembre 2018 ,Ecrins,S,Champsaur ,44.6891,06.1663,30°,ras
16 novembre 2018 ,Vanoise,N,Tarentaise ,45.2954,06.5861,30°,RAS
16 novembre 2018 ,Alpes Grées N,NW,Tarentaise ,45.4823,06.9473,35° sur 50m,rien
16 novembre 2018 ,Mercantour - Alpes Maritimes Italiennes,SW,Tinée ,44.09871,7.18678,35° maxi,néant
16 novembre 2018 ,Cerces - Thabor - Mont Cenis,S,"Haute Durance, Briançonnais ",44.9400,06.5887,Faible,RAS
15 novembre 2018 ,Queyras - Alpes Cozie N,W,Queyras ,44.78057,6.86980,30° maxi,RAS
15 novembre 2018 ,Queyras - Alpes Cozie N,W,Queyras ,44.71893,6.90379,40° sur 150m,Ras
15 novembre 2018 ,Cerces - Thabor - Mont Cenis,S,"Haute Durance, Briançonnais ",45.01942,6.606645,40° sur 150m,aucune
15 novembre 2018 ,Queyras - Alpes Cozie N,NW,Queyras ,44.71893,6.90379,45°/100m puis 40°/150m,RAS
15 novembre 2018 ,Ecrins,T,"Haute Durance, Briançonnais ",44.7097,06.5693,pass. 45° ; 35°,RAS (grosses corniches sur crête Rougnoux)
14 novembre 2018 ,Queyras - Alpes Cozie N,SW,"Haute Durance, Briançonnais ",44.87007,6.72585,30° maxi,rien ne bouge! mais de belles corniches sur les crêtes
14 novembre 2018 ,Queyras - Alpes Cozie N,T,Queyras ,44.71893,6.90379,30° maxi,RAS sur l'itinéraire
14 novembre 2018 ,Cerces - Thabor - Mont Cenis,S,"Haute Durance, Briançonnais ",44.9400,06.5887,Faible,RAS / neige de printemps sur itinéraire
14 novembre 2018 ,Queyras - Alpes Cozie N,T,Queyras ,44.71893,6.90379,30° maxi,RAS
13 novembre 2018 ,Mont-Perdu - Gavarnie - Bigorre,E,,42.75703,-0.09362,<30,néant
13 novembre 2018 ,Ecrins,N,"Oisans Haute Durance, Briançonnais ",45.0332,6.4037,passages à 40°,Ras
12 novembre 2018 ,Queyras - Alpes Cozie N,W,"Haute Durance, Briançonnais ",44.84419,6.81672,30°,aucune. Belle corniche déjà sur la crête.
11 novembre 2018 ,Vanoise,NE,Tarentaise ,45.45845,6.899056,faible,RAS sur le parcours
11 novembre 2018 ,Canigó - Catalogne Est,E,,42.32413,1.96042,<25º,RAS
10 novembre 2018 ,Vanoise,NE,Tarentaise ,45.45845,6.899056,faible,RAS
10 novembre 2018 ,Queyras - Alpes Cozie N,N,Queyras ,44.71893,6.90379,"37° sur 300m, passage à 40°",RAS si ce n’est quelques boulettes dans le bas
08 novembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,T,Ubaye ,44.53166,6.70144,"40°/45° soutenus, courts pass. > 45°",Ras sur l'itinéraire
07 novembre 2018 ,Mercantour - Alpes Maritimes Italiennes,N,Haut-Verdon ,44.24735,6.65746,35° à 40° sur 100m,"Rien de significatif, hormis quelques boulettes sous les pentes raides"
07 novembre 2018 ,Queyras - Alpes Cozie N,N,Queyras ,44.82183,6.94309,35° sur 150m,"RAS, quelques anciennes boules /petites coulées de fond regelées. Toutes petites accumulations cohérentes en Ouest vers le sommet de L'Eypiol"
07 novembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,N,Ubaye ,44.53166,6.70144,30° maxi,Rien observé
04 novembre 2018 ,Ecrins,T,Champsaur ,44.6970,06.3225,40° max,ras
04 novembre 2018 ,Queyras - Alpes Cozie N,NW,"Haute Durance, Briançonnais ",44.84419,6.81672,40° sur 150m,Quelques belles accumulations en versant Nord et Ouest. On s'est méfié pour rallier le pic Lombard en longeant au maximum les cailloux et en rejoignant la crête plus à l'Ouest. Rien n'a cependant bougé et pas de signes particulier du manteau neigeux en place.
